campaign,prod_type,subject,sent,uniq_open,uniq_click
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,48,5,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,96,10,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,38,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,56,6,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,38,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,37,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,97,16,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,37,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,44,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,33,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,36,2,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,44,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,36,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,31,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,43,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,32,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,50,6,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,33,4,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,52,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,42,5,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,41,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,67,6,1
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,38,4,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,44,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,60,6,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,79,8,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,38,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,64,10,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,34,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,31,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,36,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,33,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,34,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,39,6,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,93,15,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,32,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,41,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,31,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,30,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,34,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,61,13,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,30,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,32,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,31,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,36,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,31,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,31,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,32,3,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,42,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,33,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,51,4,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,31,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,40,2,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,34,5,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,30,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,31,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,31,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,32,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,33,2,1
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,33,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,32,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,32,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,33,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,32,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,32,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,33,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,33,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,33,2,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",935,94,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",271,32,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",17520,1705,12
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",8450,772,8
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",423,40,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",519,50,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",15711,1314,15
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",33363,2976,27
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",23898,2317,24
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",817,88,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,86,11,3
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,45,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,34,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,51,5,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,35,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,59,9,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,33,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,43,5,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,56,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,38,3,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,38,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,38,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,47,4,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,40,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,37,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,37,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,34,3,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,42,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,30,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,41,4,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,48,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,36,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,34,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,35,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,82,6,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,44,4,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,31,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,54,7,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,56,6,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,33,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,43,5,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,53,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,38,3,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,38,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,36,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,40,6,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,50,4,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,30,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,38,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,39,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,41,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,30,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,36,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,45,4,1
